title,Author,audio_url,Admiration,Amusement,Anger,Compassion,Contempt,Disappointment,Disgust,Fear,Guilt,Hate,Interest,Joy,Pleasure,Answer.Love,Contentment,Answer.Pride,Answer.Regret,Answer.Relief,Answer.Sadness,Answer.Shame,Approve,Reject
Clear Night,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/4e45bec05af841d7bb76a0215c6fb84da78809ec.mp3,4,1,4,1,2,2,3,4,3,3,3,1,3,3,4,3,1,3,2,1,,
Precision German Craftsmanship,Matthew Rohrer,https://media.poetryfoundation.org/uploads/media/default/0001/07/7922c2863593cf64d6635d422f932c6571113396.mp3,3,3,3,2,3,3,3,2,4,1,4,1,4,4,2,3,1,1,3,3,,
Precision German Craftsmanship,Matthew Rohrer,https://media.poetryfoundation.org/uploads/media/default/0001/07/7922c2863593cf64d6635d422f932c6571113396.mp3,5,3,4,4,5,4,3,3,6,2,3,7,2,4,4,4,3,4,5,5,,
Precision German Craftsmanship,Matthew Rohrer,https://media.poetryfoundation.org/uploads/media/default/0001/07/7922c2863593cf64d6635d422f932c6571113396.mp3,0,8,5,4,7,2,2,7,6,8,8,6,7,0,8,3,8,0,6,6,,
Variations on Some of Dante’s Last Lines,Norma Cole,https://media.poetryfoundation.org/uploads/media/default/0001/07/429dcaa8d89bd2a187d2b32e4b2f10889ed8fbd6.mp3,4,6,4,5,7,7,7,5,6,2,7,4,6,7,5,7,4,3,4,6,,
Variations on Some of Dante’s Last Lines,Norma Cole,https://media.poetryfoundation.org/uploads/media/default/0001/07/429dcaa8d89bd2a187d2b32e4b2f10889ed8fbd6.mp3,2,6,0,3,0,5,1,0,0,2,0,7,3,6,3,4,2,5,3,3,,
Variations on Some of Dante’s Last Lines,Norma Cole,https://media.poetryfoundation.org/uploads/media/default/0001/07/429dcaa8d89bd2a187d2b32e4b2f10889ed8fbd6.mp3,2,7,4,3,8,2,8,7,7,6,5,5,1,1,1,1,8,2,9,7,,
Depression Glass,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/85a208c45355887a6f46ddef0b2d05adfd8bcc89.mp3,1,7,2,5,7,2,8,8,7,8,4,5,1,1,2,1,6,5,7,7,,
Depression Glass,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/85a208c45355887a6f46ddef0b2d05adfd8bcc89.mp3,2,6,2,6,8,8,8,6,4,2,6,6,4,6,6,8,6,4,2,6,,
Depression Glass,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/85a208c45355887a6f46ddef0b2d05adfd8bcc89.mp3,8,7,0,1,0,9,0,0,0,1,0,8,7,8,9,7,1,9,1,0,,
The Windhover,Gerard Manley Hopkins,https://media.poetryfoundation.org/uploads/media/default/0001/07/74774516b7ae80dffc23b08aded2b02e9313f831.mp3,7,4,7,3,5,5,6,6,7,4,7,2,7,7,6,6,2,4,5,4,,
The Windhover,Gerard Manley Hopkins,https://media.poetryfoundation.org/uploads/media/default/0001/07/74774516b7ae80dffc23b08aded2b02e9313f831.mp3,8,5,0,1,2,8,1,0,0,2,0,8,2,8,2,1,1,0,1,2,,
The Windhover,Gerard Manley Hopkins,https://media.poetryfoundation.org/uploads/media/default/0001/07/74774516b7ae80dffc23b08aded2b02e9313f831.mp3,1,7,2,1,9,2,6,8,7,7,7,6,2,1,1,2,9,2,6,7,,
A Valediction: Forbidding Mourning,John Donne,https://media.poetryfoundation.org/uploads/media/default/0001/08/3b374600e3e714f97df6688399cab18df135793a.mp3,1,2,1,2,1,4,1,1,1,1,1,1,1,2,1,1,2,1,3,1,,
A Valediction: Forbidding Mourning,John Donne,https://media.poetryfoundation.org/uploads/media/default/0001/08/3b374600e3e714f97df6688399cab18df135793a.mp3,1,8,3,2,3,1,5,3,4,9,3,9,2,1,1,1,8,0,9,8,,
A Valediction: Forbidding Mourning,John Donne,https://media.poetryfoundation.org/uploads/media/default/0001/08/3b374600e3e714f97df6688399cab18df135793a.mp3,2,7,1,6,2,5,4,1,3,4,3,5,4,4,3,7,2,4,7,3,,
All the Difficult Hours and Minutes,Jane Hirshfield,https://media.poetryfoundation.org/uploads/media/default/0001/07/ea69bc0efd9b696acb95e138bd035d0ff9ff80ac.mp3,1,3,4,3,3,2,5,4,5,7,4,2,3,3,1,4,6,1,5,6,,
All the Difficult Hours and Minutes,Jane Hirshfield,https://media.poetryfoundation.org/uploads/media/default/0001/07/ea69bc0efd9b696acb95e138bd035d0ff9ff80ac.mp3,2,4,7,4,8,6,7,8,7,7,8,4,1,2,2,1,7,2,6,5,,
All the Difficult Hours and Minutes,Jane Hirshfield,https://media.poetryfoundation.org/uploads/media/default/0001/07/ea69bc0efd9b696acb95e138bd035d0ff9ff80ac.mp3,7,6,0,9,4,0,4,0,0,7,0,8,0,0,0,0,5,0,9,4,,
My Picture Left in Scotland,Ben Jonson,https://media.poetryfoundation.org/uploads/media/default/0001/06/bedb9d36f4975dd38ad15db73b771cf9ce9dfe8f.mp3,1,3,1,3,2,2,4,1,3,4,3,2,3,3,1,4,2,1,3,3,,
My Picture Left in Scotland,Ben Jonson,https://media.poetryfoundation.org/uploads/media/default/0001/06/bedb9d36f4975dd38ad15db73b771cf9ce9dfe8f.mp3,0,8,1,0,0,0,10,0,10,4,0,7,0,0,0,0,9,0,10,7,,
My Picture Left in Scotland,Ben Jonson,https://media.poetryfoundation.org/uploads/media/default/0001/06/bedb9d36f4975dd38ad15db73b771cf9ce9dfe8f.mp3,1,6,8,4,8,2,7,6,8,6,7,5,0,1,2,0,0,5,5,8,,
I Wandered Lonely as a Cloud,William Wordsworth,https://media.poetryfoundation.org/uploads/media/default/0001/08/529cdf6a768abe7f53b0e4b0560817abf1702580.mp3,6,5,6,7,6,6,4,4,2,4,7,3,2,7,4,4,3,5,7,5,,
I Wandered Lonely as a Cloud,William Wordsworth,https://media.poetryfoundation.org/uploads/media/default/0001/08/529cdf6a768abe7f53b0e4b0560817abf1702580.mp3,10,10,0,10,0,9,0,0,0,0,0,10,10,6,9,10,0,10,0,0,,
I Wandered Lonely as a Cloud,William Wordsworth,https://media.poetryfoundation.org/uploads/media/default/0001/08/529cdf6a768abe7f53b0e4b0560817abf1702580.mp3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,2,1,,
The Fisherman,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/07/f3ee942c63feb3cf91c2985d8c3ae0f0f8cf09b2.mp3,1,2,3,2,7,2,6,6,5,5,3,2,1,2,1,1,6,1,6,7,,
The Fisherman,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/07/f3ee942c63feb3cf91c2985d8c3ae0f0f8cf09b2.mp3,8,7,8,10,10,10,10,10,8,6,10,7,8,10,10,10,9,10,7,10,,
The Fisherman,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/07/f3ee942c63feb3cf91c2985d8c3ae0f0f8cf09b2.mp3,6,4,0,1,3,7,0,0,0,0,1,8,7,4,7,8,2,2,0,0,,
The Wind,Dafydd ap Gwilym Gwyneth Lewis,https://media.poetryfoundation.org/uploads/media/default/0001/08/52859234428e36ad9f05514b23aa13214605d051.mp3,3,6,0,3,0,4,1,0,0,0,0,8,7,4,4,4,0,4,0,1,,
The Wind,Dafydd ap Gwilym Gwyneth Lewis,https://media.poetryfoundation.org/uploads/media/default/0001/08/52859234428e36ad9f05514b23aa13214605d051.mp3,4,3,1,1,3,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,,
The Wind,Dafydd ap Gwilym Gwyneth Lewis,https://media.poetryfoundation.org/uploads/media/default/0001/08/52859234428e36ad9f05514b23aa13214605d051.mp3,4,6,4,5,7,7,7,5,6,2,7,4,6,7,5,7,4,3,4,6,,
Two Guardians,Roberto Tejada,https://media.poetryfoundation.org/uploads/media/default/0001/09/f72b7f57f4b6fdab84d12a3f8858c3d49f485099.mp3,1,0,0,5,1,0,3,2,3,5,3,7,0,1,0,3,3,0,5,3,,
Two Guardians,Roberto Tejada,https://media.poetryfoundation.org/uploads/media/default/0001/09/f72b7f57f4b6fdab84d12a3f8858c3d49f485099.mp3,8,3,6,8,7,6,8,6,4,5,7,7,8,7,8,2,7,7,6,7,,
Two Guardians,Roberto Tejada,https://media.poetryfoundation.org/uploads/media/default/0001/09/f72b7f57f4b6fdab84d12a3f8858c3d49f485099.mp3,6,7,9,10,10,10,5,7,5,4,9,8,6,9,9,6,8,9,5,8,,
Wide Awake in a Field of Deadbolts,Nick Twemlow,https://media.poetryfoundation.org/uploads/media/default/0001/09/6c6298bc4c5c3c84e05a8a2e21e9c138a161f3af.mp3,8,9,1,3,1,2,1,1,1,2,1,8,2,9,2,3,1,9,1,1,,
Wide Awake in a Field of Deadbolts,Nick Twemlow,https://media.poetryfoundation.org/uploads/media/default/0001/09/6c6298bc4c5c3c84e05a8a2e21e9c138a161f3af.mp3,3,1,3,3,4,4,1,3,3,2,2,3,3,2,3,1,3,4,1,1,,
Wide Awake in a Field of Deadbolts,Nick Twemlow,https://media.poetryfoundation.org/uploads/media/default/0001/09/6c6298bc4c5c3c84e05a8a2e21e9c138a161f3af.mp3,5,3,2,2,1,4,7,4,7,7,1,6,0,1,0,0,8,6,10,8,,
Barrels,Barbara Guest,https://media.poetryfoundation.org/uploads/media/default/0001/06/170aef35a1eac0b1f67a6fe781f83e023de319c5.mp3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Barrels,Barbara Guest,https://media.poetryfoundation.org/uploads/media/default/0001/06/170aef35a1eac0b1f67a6fe781f83e023de319c5.mp3,6,9,3,7,8,8,9,8,5,7,5,7,5,5,8,9,7,9,10,9,,
Barrels,Barbara Guest,https://media.poetryfoundation.org/uploads/media/default/0001/06/170aef35a1eac0b1f67a6fe781f83e023de319c5.mp3,1,9,5,1,6,1,4,6,6,9,6,9,1,1,1,1,9,1,9,9,,
A Locked House,W. D. Snodgrass,https://media.poetryfoundation.org/uploads/media/default/0001/06/c3163b48c47a9445b17cf04417f2dd87ec40e8c6.mp3,1,2,1,1,1,3,1,1,1,2,1,4,1,1,1,1,3,1,1,1,,
A Locked House,W. D. Snodgrass,https://media.poetryfoundation.org/uploads/media/default/0001/06/c3163b48c47a9445b17cf04417f2dd87ec40e8c6.mp3,1,4,1,3,3,3,3,2,1,2,1,3,1,1,2,3,3,3,4,4,,
A Locked House,W. D. Snodgrass,https://media.poetryfoundation.org/uploads/media/default/0001/06/c3163b48c47a9445b17cf04417f2dd87ec40e8c6.mp3,3,9,1,2,1,4,1,3,1,2,1,8,6,3,4,9,2,2,1,1,,
Rock Records,Joyce Peseroff,https://media.poetryfoundation.org/uploads/media/default/0001/08/7a1ce9afa1922a6fa1280680af043c5ff25e1ba4.mp3,7,2,7,4,6,6,4,7,6,5,5,4,6,5,7,4,4,7,3,2,,
Rock Records,Joyce Peseroff,https://media.poetryfoundation.org/uploads/media/default/0001/08/7a1ce9afa1922a6fa1280680af043c5ff25e1ba4.mp3,7,8,1,6,8,5,8,6,5,6,5,5,1,6,2,2,7,5,8,6,,
Rock Records,Joyce Peseroff,https://media.poetryfoundation.org/uploads/media/default/0001/08/7a1ce9afa1922a6fa1280680af043c5ff25e1ba4.mp3,7,8,0,6,0,7,0,0,0,3,0,7,4,7,4,4,7,0,2,0,,
Man in Space,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/9ce85ce48a9c52e6b413b93fac9d771c0d522aad.mp3,1,4,1,3,2,2,4,1,3,4,3,3,3,3,1,4,2,1,3,3,,
Man in Space,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/9ce85ce48a9c52e6b413b93fac9d771c0d522aad.mp3,4,7,0,2,0,6,0,0,0,1,0,9,9,5,10,9,0,3,1,0,,
Man in Space,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/9ce85ce48a9c52e6b413b93fac9d771c0d522aad.mp3,7,8,6,7,8,7,7,5,6,4,8,7,0,5,5,0,5,7,3,7,,
Elephant Armageddon,Gerard Malanga,https://media.poetryfoundation.org/uploads/media/default/0001/17/9ddaca0c0b4039fb10e56ec554a33cce3cd70f8f.mp3,3,6,0,6,0,8,0,0,0,0,0,7,8,4,8,4,0,5,0,0,,
Elephant Armageddon,Gerard Malanga,https://media.poetryfoundation.org/uploads/media/default/0001/17/9ddaca0c0b4039fb10e56ec554a33cce3cd70f8f.mp3,10,5,10,7,8,8,9,6,5,9,9,3,5,9,6,9,3,7,10,5,,
Elephant Armageddon,Gerard Malanga,https://media.poetryfoundation.org/uploads/media/default/0001/17/9ddaca0c0b4039fb10e56ec554a33cce3cd70f8f.mp3,6,7,1,5,5,1,2,1,2,2,1,6,2,2,2,4,1,3,2,1,,
Portrait d’une Femme,Michael Hofmann,https://media.poetryfoundation.org/uploads/media/default/0001/06/e2bde1906c673b354fd9500f4082385578fe1a96.mp3,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,,
Portrait d’une Femme,Michael Hofmann,https://media.poetryfoundation.org/uploads/media/default/0001/06/e2bde1906c673b354fd9500f4082385578fe1a96.mp3,7,8,0,4,0,5,0,0,0,0,0,8,5,6,8,6,0,6,0,0,,
Portrait d’une Femme,Michael Hofmann,https://media.poetryfoundation.org/uploads/media/default/0001/06/e2bde1906c673b354fd9500f4082385578fe1a96.mp3,3,1,3,2,1,1,2,1,3,4,3,3,3,3,1,2,3,4,3,1,,
Affekt Funereal / Affekt Jamboree,Rodrigo Toscano,https://media.poetryfoundation.org/uploads/media/default/0001/07/bd60a0f3f9f02cb53ba4c8dd233002681e2ced9c.mp3,10,9,0,9,0,9,0,0,0,0,0,8,0,9,9,8,0,10,0,0,,
Affekt Funereal / Affekt Jamboree,Rodrigo Toscano,https://media.poetryfoundation.org/uploads/media/default/0001/07/bd60a0f3f9f02cb53ba4c8dd233002681e2ced9c.mp3,3,1,4,2,3,1,6,2,6,4,6,3,3,3,1,2,5,4,3,4,,
Affekt Funereal / Affekt Jamboree,Rodrigo Toscano,https://media.poetryfoundation.org/uploads/media/default/0001/07/bd60a0f3f9f02cb53ba4c8dd233002681e2ced9c.mp3,2,8,3,2,3,5,6,0,7,8,5,7,3,3,4,0,6,2,6,6,,
Leo & Lance,Randall Mann,https://media.poetryfoundation.org/uploads/media/default/0001/09/1aa83f40602566b4ea56d9facab7e170af6f7dd4.mp3,7,4,7,3,5,5,6,6,7,4,7,2,7,7,6,6,2,4,5,4,,
Leo & Lance,Randall Mann,https://media.poetryfoundation.org/uploads/media/default/0001/09/1aa83f40602566b4ea56d9facab7e170af6f7dd4.mp3,3,8,0,2,0,3,0,0,0,1,0,7,7,3,3,8,0,4,3,0,,
Leo & Lance,Randall Mann,https://media.poetryfoundation.org/uploads/media/default/0001/09/1aa83f40602566b4ea56d9facab7e170af6f7dd4.mp3,8,7,1,7,0,2,3,1,0,4,1,7,5,8,7,2,2,1,5,7,,
Citizenship [I was so afraid.],Sarah Gambito,https://media.poetryfoundation.org/uploads/media/default/0001/17/3021dc1b32f3b29e8228cba14eba7b6cf796e412.mp3,7,2,7,4,6,6,4,7,6,5,5,4,6,5,7,4,4,7,3,2,,
Citizenship [I was so afraid.],Sarah Gambito,https://media.poetryfoundation.org/uploads/media/default/0001/17/3021dc1b32f3b29e8228cba14eba7b6cf796e412.mp3,9,7,4,7,8,7,8,6,6,6,3,6,9,8,7,8,7,7,2,6,,
Citizenship [I was so afraid.],Sarah Gambito,https://media.poetryfoundation.org/uploads/media/default/0001/17/3021dc1b32f3b29e8228cba14eba7b6cf796e412.mp3,2,7,0,2,0,2,3,0,0,2,0,8,1,2,3,2,2,1,7,2,,
Mother Carey's Hen,David Yezzi,https://media.poetryfoundation.org/uploads/media/default/0001/06/862566ed339f8f7317b22f5a87e5645f5194e191.mp3,2,9,0,0,0,1,0,0,0,0,0,8,5,2,7,7,0,0,0,0,,
Mother Carey's Hen,David Yezzi,https://media.poetryfoundation.org/uploads/media/default/0001/06/862566ed339f8f7317b22f5a87e5645f5194e191.mp3,2,6,2,6,4,4,8,2,6,8,6,4,6,6,2,8,4,2,6,6,,
Mother Carey's Hen,David Yezzi,https://media.poetryfoundation.org/uploads/media/default/0001/06/862566ed339f8f7317b22f5a87e5645f5194e191.mp3,8,7,1,6,3,7,4,3,7,5,1,8,2,8,8,4,7,8,2,6,,
Samurai Song,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/07/54a636b121aba984a0598f31b7c9e0a4a76efe63.mp3,4,8,0,7,0,6,4,0,2,4,0,8,2,5,2,9,5,8,0,4,,
Samurai Song,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/07/54a636b121aba984a0598f31b7c9e0a4a76efe63.mp3,4,7,3,6,8,7,8,8,7,7,7,6,3,2,3,5,8,7,6,7,,
Samurai Song,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/07/54a636b121aba984a0598f31b7c9e0a4a76efe63.mp3,6,4,6,5,7,7,4,5,7,3,6,4,7,6,5,4,4,5,4,4,,
En Eski Aşk Şiiri,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/625fe5fb4e5933dbbd8095f576fba86e1046b0d4.mp3,2,7,2,6,5,5,7,3,4,6,4,5,4,4,3,7,5,4,7,7,,
En Eski Aşk Şiiri,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/625fe5fb4e5933dbbd8095f576fba86e1046b0d4.mp3,2,2,1,0,2,2,5,0,6,0,2,8,2,2,4,2,3,2,0,0,,
En Eski Aşk Şiiri,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/625fe5fb4e5933dbbd8095f576fba86e1046b0d4.mp3,6,8,2,8,1,7,2,1,4,6,1,6,2,5,6,1,6,7,4,1,,
Salt and Pepper,Samuel Menashe,https://media.poetryfoundation.org/uploads/media/default/0001/07/bcf850cc729f8a0e8537673001a10b92324fd024.mp3,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,
Salt and Pepper,Samuel Menashe,https://media.poetryfoundation.org/uploads/media/default/0001/07/bcf850cc729f8a0e8537673001a10b92324fd024.mp3,7,5,0,9,0,6,1,0,2,1,0,6,8,7,7,8,2,0,2,1,,
Salt and Pepper,Samuel Menashe,https://media.poetryfoundation.org/uploads/media/default/0001/07/bcf850cc729f8a0e8537673001a10b92324fd024.mp3,8,2,8,2,4,4,6,8,6,6,6,2,6,6,8,6,2,6,4,2,,
The Thin Man Goes Home,Kit Robinson,https://media.poetryfoundation.org/uploads/media/default/0001/18/01a9b48f71d08b84b8991548086a742ee75e023b.mp3,1,8,0,1,0,1,0,0,0,2,0,8,3,2,3,1,0,1,1,0,,
The Thin Man Goes Home,Kit Robinson,https://media.poetryfoundation.org/uploads/media/default/0001/18/01a9b48f71d08b84b8991548086a742ee75e023b.mp3,4,7,4,5,7,5,7,4,2,6,4,7,4,4,0,4,6,4,6,5,,
The Thin Man Goes Home,Kit Robinson,https://media.poetryfoundation.org/uploads/media/default/0001/18/01a9b48f71d08b84b8991548086a742ee75e023b.mp3,4,6,4,5,7,7,7,5,6,2,7,4,6,7,5,7,4,3,4,6,,
The Metaphysical Amorist,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/48848acc715aad72c438b6655082459e655925fb.mp3,7,7,0,9,0,8,2,0,0,0,0,8,8,8,8,2,0,2,0,2,,
The Metaphysical Amorist,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/48848acc715aad72c438b6655082459e655925fb.mp3,2,7,2,6,5,5,7,3,4,6,4,5,4,4,3,7,5,4,7,7,,
The Metaphysical Amorist,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/48848acc715aad72c438b6655082459e655925fb.mp3,0,6,8,0,8,5,9,8,8,8,9,6,1,0,4,1,9,0,7,8,,
To the Young Man on the Bridge,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/3d92fa75c700443d4c3cc1a6131a85dd103db01e.mp3,5,5,3,4,4,7,3,3,5,5,2,6,6,3,7,3,6,7,2,5,,
To the Young Man on the Bridge,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/3d92fa75c700443d4c3cc1a6131a85dd103db01e.mp3,2,8,3,6,8,3,9,9,8,8,3,7,2,2,2,3,7,2,7,7,,
To the Young Man on the Bridge,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/3d92fa75c700443d4c3cc1a6131a85dd103db01e.mp3,0,10,6,0,1,0,9,2,10,10,5,9,0,0,0,0,7,0,10,4,,
Tarantulas on the Lifebuoy,Thomas Lux,https://media.poetryfoundation.org/uploads/media/default/0001/06/7461e9cd5e7027ac35e30821de97231bc8f383da.mp3,5,5,0,2,0,2,0,0,0,0,0,6,4,5,2,3,0,0,0,0,,
Tarantulas on the Lifebuoy,Thomas Lux,https://media.poetryfoundation.org/uploads/media/default/0001/06/7461e9cd5e7027ac35e30821de97231bc8f383da.mp3,6,9,0,7,6,1,6,10,8,4,1,9,2,5,3,1,4,6,3,6,,
Tarantulas on the Lifebuoy,Thomas Lux,https://media.poetryfoundation.org/uploads/media/default/0001/06/7461e9cd5e7027ac35e30821de97231bc8f383da.mp3,3,7,3,4,7,7,6,7,5,4,4,6,5,4,7,6,6,5,2,7,,
The Paris Mouse,Sandra M. Gilbert,https://media.poetryfoundation.org/uploads/media/default/0001/06/6612df1f80db8f7cfb82886abc92ed3092b16140.mp3,0,8,6,0,10,8,6,10,10,7,9,9,0,0,0,0,7,0,5,8,,
The Paris Mouse,Sandra M. Gilbert,https://media.poetryfoundation.org/uploads/media/default/0001/06/6612df1f80db8f7cfb82886abc92ed3092b16140.mp3,0,3,0,0,0,0,5,2,7,2,0,8,0,0,0,0,3,0,3,5,,
The Paris Mouse,Sandra M. Gilbert,https://media.poetryfoundation.org/uploads/media/default/0001/06/6612df1f80db8f7cfb82886abc92ed3092b16140.mp3,4,6,4,5,7,7,7,5,6,2,7,4,6,7,5,7,4,3,4,6,,
No Steps,Jane Kenyon,https://media.poetryfoundation.org/uploads/media/default/0001/06/666c43656d5f97d9937d3be2ab7cdb010abfd409.mp3,5,7,2,6,4,0,4,3,7,2,2,6,8,3,8,8,2,8,1,3,,
No Steps,Jane Kenyon,https://media.poetryfoundation.org/uploads/media/default/0001/06/666c43656d5f97d9937d3be2ab7cdb010abfd409.mp3,8,2,8,2,4,4,6,8,6,6,6,2,6,6,8,6,2,6,4,2,,
No Steps,Jane Kenyon,https://media.poetryfoundation.org/uploads/media/default/0001/06/666c43656d5f97d9937d3be2ab7cdb010abfd409.mp3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,,
You've Got to Start Somewhere,Deborah Landau,https://media.poetryfoundation.org/uploads/media/default/0001/08/3ff729dec6cc1370e8e410c52b38cfb66570ab4f.mp3,3,7,3,4,7,7,6,7,5,4,4,6,5,4,7,6,6,5,2,7,,
You've Got to Start Somewhere,Deborah Landau,https://media.poetryfoundation.org/uploads/media/default/0001/08/3ff729dec6cc1370e8e410c52b38cfb66570ab4f.mp3,7,7,1,7,4,7,3,1,2,2,2,6,7,5,5,3,2,7,1,2,,
You've Got to Start Somewhere,Deborah Landau,https://media.poetryfoundation.org/uploads/media/default/0001/08/3ff729dec6cc1370e8e410c52b38cfb66570ab4f.mp3,9,9,1,9,1,9,0,0,0,1,1,7,9,9,9,9,1,9,1,0,,
A Man in Blue,James Schuyler,https://media.poetryfoundation.org/uploads/media/default/0001/06/baed0c79b6cb5c3b2058ae98f647a9936791b293.mp3,2,6,1,2,8,5,7,8,6,6,7,9,2,1,1,1,8,2,7,6,,
A Man in Blue,James Schuyler,https://media.poetryfoundation.org/uploads/media/default/0001/06/baed0c79b6cb5c3b2058ae98f647a9936791b293.mp3,4,4,0,0,0,2,0,0,0,0,0,3,1,4,3,2,0,2,0,0,,
A Man in Blue,James Schuyler,https://media.poetryfoundation.org/uploads/media/default/0001/06/baed0c79b6cb5c3b2058ae98f647a9936791b293.mp3,5,6,5,2,4,4,5,7,7,6,3,7,7,3,7,5,7,4,4,6,,
The Funeral Sermon,Andrew Hudgins,https://media.poetryfoundation.org/uploads/media/default/0001/07/21cdfcf82f96c7db21f4329ce39b669c3af15c1e.mp3,1,6,2,0,3,1,4,2,3,8,1,4,1,1,1,1,7,0,9,3,,
The Funeral Sermon,Andrew Hudgins,https://media.poetryfoundation.org/uploads/media/default/0001/07/21cdfcf82f96c7db21f4329ce39b669c3af15c1e.mp3,8,2,8,2,4,4,6,8,6,6,6,2,6,6,8,6,2,6,4,2,,
The Funeral Sermon,Andrew Hudgins,https://media.poetryfoundation.org/uploads/media/default/0001/07/21cdfcf82f96c7db21f4329ce39b669c3af15c1e.mp3,0,4,8,7,7,7,9,8,6,9,8,8,0,0,0,0,9,6,8,8,,
from Dante Études: Book Three: In My Youth Not Unstaind,Robert Duncan,https://media.poetryfoundation.org/uploads/media/default/0001/06/3e68a6d46580aa5dd49a67da98e2a82a7523c99c.mp3,8,6,3,7,3,8,2,2,1,2,5,7,6,7,8,5,2,8,2,2,,
from Dante Études: Book Three: In My Youth Not Unstaind,Robert Duncan,https://media.poetryfoundation.org/uploads/media/default/0001/06/3e68a6d46580aa5dd49a67da98e2a82a7523c99c.mp3,2,5,0,2,0,1,0,0,0,0,0,8,3,4,2,3,0,2,0,0,,
from Dante Études: Book Three: In My Youth Not Unstaind,Robert Duncan,https://media.poetryfoundation.org/uploads/media/default/0001/06/3e68a6d46580aa5dd49a67da98e2a82a7523c99c.mp3,7,3,7,5,4,4,5,2,4,7,6,4,4,6,2,5,4,6,7,3,,
. . . (In Exion),Jennifer Scappettone,https://media.poetryfoundation.org/uploads/media/default/0001/07/d97749da0cd81cd33151a1b50797db4a9a895aef.mp3,2,7,6,1,5,2,7,6,6,5,5,6,2,1,3,2,6,1,4,7,,
. . . (In Exion),Jennifer Scappettone,https://media.poetryfoundation.org/uploads/media/default/0001/07/d97749da0cd81cd33151a1b50797db4a9a895aef.mp3,7,4,7,3,5,5,6,6,7,4,7,2,7,7,6,6,2,4,5,4,,
. . . (In Exion),Jennifer Scappettone,https://media.poetryfoundation.org/uploads/media/default/0001/07/d97749da0cd81cd33151a1b50797db4a9a895aef.mp3,0,2,0,0,0,2,0,0,0,0,0,3,1,3,1,1,0,3,0,0,,
from Junk,Tommy Pico,https://media.poetryfoundation.org/uploads/media/default/0001/09/1fa967680c5976670b69a8e9c3164a594725ce4f.mp3,2,3,3,3,3,4,4,3,5,2,3,7,3,5,2,2,2,3,1,1,,
from Junk,Tommy Pico,https://media.poetryfoundation.org/uploads/media/default/0001/09/1fa967680c5976670b69a8e9c3164a594725ce4f.mp3,3,5,1,1,2,2,1,1,1,1,1,4,1,1,2,1,1,1,1,1,,
from Junk,Tommy Pico,https://media.poetryfoundation.org/uploads/media/default/0001/09/1fa967680c5976670b69a8e9c3164a594725ce4f.mp3,3,7,3,4,7,7,6,7,5,4,4,6,5,4,7,6,6,5,2,7,,
Dream of Ink Brush Calligraphy,Karen An-hwei Lee,https://media.poetryfoundation.org/uploads/media/default/0001/07/1f86c3466bdd4c6adc93d2c0dc71992b65f3bc86.mp3,7,8,0,5,0,1,1,1,0,2,1,7,6,5,6,5,2,6,2,1,,
Dream of Ink Brush Calligraphy,Karen An-hwei Lee,https://media.poetryfoundation.org/uploads/media/default/0001/07/1f86c3466bdd4c6adc93d2c0dc71992b65f3bc86.mp3,6,10,6,6,10,10,9,9,9,5,8,8,10,8,10,10,7,6,5,10,,
